study,survey,case,data_type,stage_id,stage,pnum,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,6,5,6,2,9,8,7,3,4,3,5,3,2,10,6,4,7,9,7,1,5,5,8,5,8,7,7,6,10,9,11,6,6,4,8,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,1,3,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,9,6,1,10,9,7,8,6,3,6,7,5,5,9,6,2,8,10,8,5,5,4,7,6,7,4,6,7,11,8,9,4,2,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1,2,3,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,13,5,6,2,9,3,9,5,5,6,3,1,5,9,4,6,7,10,8,4,6,7,2,8,10,4,8,7,3,5,11,6,6,8,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,1,2,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,14,3,3,4,7,5,3,5,6,4,7,5,7,7,6,10,8,11,6,2,8,4,2,8,6,6,4,8,9,10,7,6,5,9,9,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,1,2,6,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,16,8,4,1,7,8,6,2,5,4,7,2,9,10,3,4,6,8,5,3,10,5,9,6,7,7,9,3,11,8,7,6,6,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,1,3,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,18,7,7,2,9,5,8,3,3,5,4,2,4,9,5,3,10,6,7,1,7,7,6,9,4,8,8,6,10,8,11,5,4,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,1,3,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,20,10,2,7,5,9,7,1,6,4,8,3,4,5,3,6,5,11,5,2,6,6,6,8,7,8,6,5,6,9,7,7,3,8,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,1,2,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,21,5,5,5,9,6,7,6,5,4,5,6,4,6,2,6,9,7,6,4,3,1,6,6,6,6,8,3,7,10,6,7,4,2,8,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,1,2,3,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,22,5,5,5,9,6,10,3,4,3,6,4,10,8,9,3,6,7,5,2,6,6,4,6,11,7,8,7,8,7,7,8,9,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,2,1,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,25,5,4,1,5,4,3,5,2,3,4,2,3,8,4,6,9,9,6,7,6,5,7,6,5,6,8,10,11,6,10,9,7,7,8,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1,4,3,2,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,30,7,7,4,7,5,7,6,5,2,6,5,4,8,3,2,7,9,8,3,8,3,9,6,10,5,8,5,9,11,10,6,4,1,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,1,3,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,31,8,7,4,8,5,7,3,6,1,6,3,7,8,4,7,8,9,6,4,3,5,6,10,11,7,9,10,5,6,9,5,2,6,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,2,1,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,32,4,5,3,9,8,7,4,3,2,6,5,3,9,2,5,7,10,9,4,6,1,6,6,7,6,8,7,8,10,8,11,7,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,1,2,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,34,6,4,5,7,6,8,6,6,9,3,7,6,10,5,3,9,9,8,4,3,4,4,7,7,6,5,1,11,8,8,7,5,2,10,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,1,2,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,35,7,5,9,2,1,3,6,11,2,6,6,7,7,8,6,4,8,3,6,4,4,5,7,4,10,5,8,3,6,5,10,7,8,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,5,1,6,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,36,5,6,2,10,6,5,1,3,5,2,3,7,4,6,3,6,8,8,5,9,5,6,6,4,7,7,7,8,6,8,11,3,4,10,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,2,3,5,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,37,3,5,3,7,9,7,1,4,4,5,3,5,10,5,4,7,10,7,2,4,6,6,6,9,9,6,6,11,8,7,8,5,6,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,1,2,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,39,9,9,4,10,7,5,6,3,4,6,4,5,8,4,3,7,10,7,2,7,3,8,6,8,8,6,5,9,6,11,7,5,2,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,2,1,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,40,5,2,3,6,7,5,2,7,4,4,4,9,9,6,8,5,8,11,1,5,8,4,10,3,6,7,5,8,6,7,10,7,9,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,2,1,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,41,3,3,4,8,9,8,2,6,6,5,6,6,8,4,5,9,9,7,1,3,6,11,8,7,7,7,4,10,10,7,6,5,5,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,1,4,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,43,6,9,9,4,6,2,5,8,4,1,7,10,2,11,7,3,5,5,9,8,10,3,4,5,7,5,3,6,6,4,7,8,8,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,6,4,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,45,3,7,3,9,7,4,4,9,2,6,3,8,4,6,6,3,5,5,8,7,8,8,9,6,1,9,6,7,5,5,11,10,6,10,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,5,1,6,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,49,4,5,5,9,7,9,7,6,6,6,3,6,9,2,4,3,10,7,5,7,3,7,4,6,10,8,4,8,11,8,8,2,5,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,1,4,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,55,8,4,1,10,4,8,6,6,4,9,3,8,7,4,9,7,9,5,2,6,6,10,6,3,11,6,5,8,7,7,5,5,3,5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,5,2,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,56,3,3,4,8,6,8,3,10,4,1,6,4,8,5,5,6,7,7,2,2,5,4,6,5,7,6,7,8,5,6,9,9,10,9,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,6,4,1,5,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,68,7,5,5,6,7,7,2,5,6,3,4,5,10,5,1,9,10,6,2,8,3,8,8,6,9,9,4,8,11,7,6,4,4,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,1,3,5,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,70,4,4,5,5,7,8,9,5,6,4,7,5,10,6,3,8,11,7,2,3,3,9,5,10,7,6,8,8,8,9,6,6,2,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,1,2,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,75,7,3,4,9,7,9,4,5,6,6,5,3,7,2,3,8,10,8,5,6,2,7,5,10,5,8,4,8,9,11,6,4,6,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,1,2,3,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,77,8,1,4,11,7,2,3,10,7,10,6,4,8,3,5,8,4,5,2,5,4,7,6,6,9,9,5,7,9,6,5,6,7,8,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,2,1,6,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,85,7,3,6,2,4,4,3,9,4,6,3,9,1,8,7,11,7,9,10,2,10,4,8,8,7,6,5,6,5,5,6,5,5,8,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,6,1,5,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,86,2,3,5,7,5,6,4,8,2,4,6,8,7,7,6,4,10,7,5,5,6,5,6,3,3,6,10,9,8,7,11,4,6,9,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,2,1,6,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,92,5,4,1,10,7,5,3,9,5,6,3,6,2,6,2,4,11,6,6,4,4,10,7,5,8,9,6,8,8,8,9,5,7,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,1,6,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,94,1,2,5,10,7,3,6,6,4,7,3,4,9,2,6,11,8,6,4,5,4,6,10,8,5,5,7,9,7,9,8,5,3,8,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,2,1,4,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,97,3,2,2,9,6,5,3,3,8,8,6,6,8,4,4,5,9,10,5,4,6,9,4,10,7,7,7,7,6,5,7,6,1,11,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,2,6,1,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,100,6,5,4,8,6,8,2,4,5,7,6,6,8,6,3,10,9,6,1,7,3,3,5,5,7,11,4,10,9,9,8,7,4,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,1,2,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,101,7,5,3,7,8,4,2,3,3,8,4,5,9,2,5,5,11,7,5,6,4,10,7,6,10,6,6,9,8,9,8,6,6,4,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,2,1,5,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,102,8,6,2,10,5,7,6,4,6,7,6,2,7,5,3,8,9,8,5,6,4,7,8,4,3,9,5,10,9,11,4,3,6,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,1,2,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,103,4,2,3,9,6,7,5,4,7,5,3,6,10,4,5,9,11,7,1,4,5,8,9,8,7,8,5,8,10,7,6,3,2,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,1,2,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,104,4,3,1,11,8,4,3,2,2,8,3,8,9,5,8,9,10,10,4,5,9,4,5,7,6,6,5,6,6,6,7,5,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,2,1,3,NA,NA,NA,NA
Fremantle Bridge,fremantle,Fremantle,Q,2,Post-Delib,107,7,5,1,4,2,5,3,11,6,5,3,7,6,6,7,5,10,4,4,8,8,9,8,4,3,9,6,7,5,5,9,10,8,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,1,3,6,NA,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,452,6,6,1,4,4,5,4,5,1,4,5,6,6,5,2,4,7,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,4,2,7,3,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,453,5,5,3,1,2,6,5,3,3,4,4,7,5,5,3,4,3,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,2,4,1,3,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,454,6,7,1,1,1,3,4,3,1,6,1,7,7,7,4,4,7,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,2,4,5,1,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,455,6,5,1,1,1,4,1,2,2,7,1,5,4,7,4,6,7,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,5,2,3,1,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,456,5,5,3,2,3,5,3,4,5,5,3,5,5,4,5,5,6,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,3,1,6,2,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,457,6,2,2,1,2,3,5,3,1,6,2,3,6,6,2,6,7,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,5,3,2,1,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,458,6,5,1,2,2,6,6,4,2,6,4,6,6,5,2,6,6,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,4,5,2,3,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,459,6,7,1,3,1,5,3,4,5,6,3,6,5,6,4,5,7,7,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,3,6,4,1,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,460,7,7,1,2,1,1,3,3,1,7,1,2,5,5,4,2,5,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,6,4,3,2,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,461,2,5,2,2,1,3,5,4,2,4,5,5,5,4,2,1,7,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,2,5,4,3,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,462,6,7,1,5,5,5,7,7,1,4,1,5,5,5,1,4,7,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,5,2,3,4,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,463,5,5,2,2,2,6,4,6,2,2,4,5,7,7,4,6,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,6,2,1,3,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,464,3,5,3,2,1,1,1,4,1,4,1,6,7,7,2,7,7,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,5,2,3,4,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,465,5,6,1,1,2,4,1,3,3,1,1,6,6,3,1,7,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,3,4,5,2,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,466,7,7,2,1,3,2,6,3,2,5,1,5,6,5,2,5,6,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,4,3,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,467,4,6,1,2,2,2,6,5,1,6,3,5,5,6,1,4,5,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,3,4,5,2,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,468,5,5,3,2,2,4,3,3,3,5,2,6,5,5,5,5,4,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,4,2,1,5,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,469,2,6,1,1,2,6,2,2,1,6,4,5,6,6,3,5,5,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,4,2,1,5,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,470,4,5,1,2,3,6,4,3,2,6,1,7,4,5,3,5,7,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,2,3,6,1,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,471,5,4,2,7,4,7,7,7,5,3,3,1,3,7,7,1,7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,5,4,6,7,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,472,6,6,1,1,1,2,4,4,1,7,1,5,6,5,2,7,7,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,3,4,5,1,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,473,7,1,4,1,1,6,1,4,1,4,7,7,4,4,6,4,7,4,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,1,3,7,4,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,474,3,5,2,2,1,2,5,3,4,6,4,5,6,5,2,6,6,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,4,1,3,6,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,475,5,6,1,1,2,4,5,4,1,7,5,6,7,7,1,5,7,5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,3,4,1,2,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,476,5,5,2,3,2,3,4,5,2,5,3,6,6,4,3,5,5,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,5,2,4,3,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,477,7,5,1,3,3,7,4,4,5,5,2,5,3,1,5,3,7,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,3,4,2,1,6,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,478,7,6,1,1,2,3,3,3,2,6,3,6,6,6,4,5,6,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,2,5,4,3,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,479,5,5,1,6,1,2,5,4,3,5,2,4,5,6,4,5,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,4,5,3,2,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,480,5,5,1,3,2,4,3,5,3,5,4,7,5,7,6,5,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,3,4,1,2,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,481,5,7,1,1,1,2,2,3,1,7,1,7,7,7,2,6,7,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,5,4,2,1,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,482,5,6,2,3,5,5,5,3,4,4,2,5,6,4,4,4,6,5,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,2,3,4,1,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,483,2,3,2,3,3,5,2,6,6,2,2,2,4,4,3,4,6,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,6,5,4,7,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,484,5,2,1,1,1,1,6,5,2,7,2,5,6,7,2,4,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,4,3,5,2,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,485,6,5,1,2,1,5,4,1,1,7,3,5,7,2,4,7,3,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,3,5,4,2,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,486,7,7,2,2,1,5,4,3,2,5,4,6,6,6,6,5,6,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,4,2,3,5,NA,NA,NA
Zukunft,zukunft,Zukunft,Likert,1,Pre-Delib,487,6,6,1,1,1,5,6,4,1,6,3,7,7,6,1,7,7,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,5,3,2,1,NA,NA,NA
